Species	Global_Prevalence	Prevalence_URT	Prevalence_IRT	Prevalence_LRT	Prevalence_Nasal_Swab	Prevalence_Buccal_mucosa	Prevalence_Oral_swab	Prevalence_Saliva	Prevalence_Tongue_dorsum	Prevalence_Supraglottal	Prevalence_Sputum	Prevalence_BAL
s__Janibacter_indicus	0.443	0.49079754601227	0	0.854700854700855	0	0.778967867575463	0	0	0	0	0	0.854700854700855
s__Olsenella_phocaeensis	1.022	1.28834355828221	0.555555555555556	0.854700854700855	0	1.07108081791626	0	3.17460317460317	0	6.77966101694915	0	0.854700854700855
s__Anaerotruncus_sp_1XD42_93	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Moraxella_catarrhalis	5.928	10.2453987730061	0.277777777777778	0.854700854700855	29.6296296296296	6.91333982473223	24.390243902439	5.3968253968254	0	0	1.03092783505155	0.854700854700855
s__Neisseria_bacilliformis	11.073	18.2822085889571	3.05555555555556	0.854700854700855	0	23.17429406037	0.40650406504065	18.7301587301587	4.06698564593301	3.38983050847458	1.54639175257732	0.854700854700855
s__Oribacterium_sp_oral_taxon_078	18.024	28.4049079754601	8.47222222222222	0.854700854700855	0	28.5296981499513	3.2520325203252	51.4285714285714	8.61244019138756	22.0338983050847	5.67010309278351	0.854700854700855
s__Parvimonas_sp_oral_taxon_110	4.872	6.99386503067485	3.33333333333333	0.854700854700855	0	5.45277507302824	6.91056910569106	13.015873015873	3.82775119617225	3.38983050847458	2.06185567010309	0.854700854700855
s__Paracoccus_aeridis	0.239	0.122699386503067	0	0.854700854700855	0	0.194741966893866	0	0	0	0	0	0.854700854700855
s__Pseudoramibacter_alactolyticus	2.044	3.00613496932515	0.833333333333333	0.854700854700855	0	3.11587147030185	0	5.3968253968254	0	8.47457627118644	0.515463917525773	0.854700854700855
s__Neisseria_sp_oral_taxon_014	29.233	44.478527607362	17.7777777777778	0.854700854700855	0	42.2590068159688	18.2926829268293	78.0952380952381	28.9473684210526	0	2.06185567010309	0.854700854700855
s__Lacticaseibacillus_paracasei	1.738	2.20858895705521	1.38888888888889	0.854700854700855	0	1.46056475170399	4.8780487804878	2.85714285714286	0	13.5593220338983	1.03092783505155	0.854700854700855
s__Limnohabitans_sp_2KL_3	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Haemophilus_haemolyticus	59.148	82.1472392638037	54.4444444444444	0.854700854700855	0	85.2969814995132	77.6422764227642	86.3492063492064	80.3827751196172	0	14.4329896907216	0.854700854700855
s__Solobacterium_SGB6833	16.627	20.4907975460123	20.6944444444444	0.854700854700855	3.7037037037037	12.3661148977605	59.7560975609756	18.7301587301587	27.7511961722488	6.77966101694915	9.79381443298969	0.854700854700855
s__Aggregatibacter_segnis	31.755	44.7852760736196	27.3611111111111	0.854700854700855	0	41.6747809152872	22.3577235772358	78.4126984126984	42.3444976076555	0	3.09278350515464	0.854700854700855
s__Pseudomonas_proteolytica	0.204	0.0613496932515337	0	0.854700854700855	0	0.0973709834469328	0	0	0	0	0	0.854700854700855
s__Cutibacterium_namnetense	0.341	0.245398773006135	0.138888888888889	0.854700854700855	0	0.292112950340798	0	0.317460317460317	0	0	0.515463917525773	0.854700854700855
s__Lachnospiraceae_bacterium_A2	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Aggregatibacter_sp_2125159857	43.748	60.9815950920245	39.5833333333333	0.854700854700855	0	60.2726387536514	43.4959349593496	85.0793650793651	62.6794258373206	0	4.12371134020619	0.854700854700855
s__Corynebacterium_kefirresidentii	1.397	1.28834355828221	2.08333333333333	0.854700854700855	0	1.46056475170399	0	1.9047619047619	0.956937799043062	18.6440677966102	0	0.854700854700855
s__GGB28904_SGB41597	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Mogibacterium_kristiansenii	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Lachnospiraceae_bacterium_oral_taxon_500	5.417	8.65030674846626	1.80555555555556	0.854700854700855	0	6.03700097370983	0.813008130081301	24.4444444444444	2.39234449760766	1.69491525423729	0.515463917525773	0.854700854700855
s__bacterium_1xD8_48	0.17	0	0	0.854700854700855	0	0	0	0	0	0	0	0.854700854700855
s__Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1	27.768	39.4478527607362	23.1944444444444	0.854700854700855	0	38.8510223953262	9.75609756097561	69.8412698412698	34.688995215311	5.08474576271186	5.15463917525773	0.854700854700855
s__Candidatus_Gracilibacteria_bacterium_GN02_873	15.264	24.6625766871166	5.69444444444444	0.854700854700855	0	20.6426484907498	10.5691056910569	52.0634920634921	9.33014354066986	0	0	0.854700854700855
s__SR1_bacterium_human_oral_taxon_HOT_345	17.376	24.2331288343558	15.2777777777778	0.854700854700855	0	21.2268743914314	2.84552845528455	53.968253968254	22.2488038277512	0	3.60824742268041	0.854700854700855
s__GGB1611_SGB2208	7.905	10.6748466257669	7.5	0.683760683760684	0	9.44498539435248	1.6260162601626	23.1746031746032	9.56937799043062	3.38983050847458	0.515463917525773	0.683760683760684
s__GGB3102_SGB4110	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__GGB4533_SGB6246	29.813	41.1656441717791	27.7777777777778	0.683760683760684	0	33.6903602726388	38.6178861788618	73.015873015873	43.5406698564593	0	0.515463917525773	0.683760683760684
s__GGB3385_SGB4473	19.455	31.7791411042945	6.80555555555556	0.683760683760684	0	30.47711781889	10.5691056910569	56.8253968253968	9.33014354066986	1.69491525423729	3.09278350515464	0.683760683760684
s__Dorea_longicatena	0.375	0.245398773006135	0.416666666666667	0.683760683760684	3.7037037037037	0.194741966893866	0.40650406504065	0	0.478468899521531	0	0.515463917525773	0.683760683760684
s__GGB28803_SGB41457	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__GGB2665_SGB3591	4.293	6.62576687116564	1.94444444444444	0.683760683760684	0	4.96592015579357	0.40650406504065	17.7777777777778	2.63157894736842	0	0	0.683760683760684
s__Blautia_massiliensis	0.273	0.184049079754601	0.138888888888889	0.683760683760684	3.7037037037037	0	0.813008130081301	0	0.239234449760766	0	0	0.683760683760684
s__GGB2666_SGB3592	10.085	15.2147239263804	6.11111111111111	0.683760683760684	0	14.9951314508277	1.21951219512195	28.8888888888889	7.89473684210526	0	0.515463917525773	0.683760683760684
s__Hallella_seregens	5.009	8.40490797546012	0.833333333333333	0.683760683760684	0	6.62122687439143	0	21.9047619047619	1.19617224880383	0	0	0.683760683760684
s__GGB10852_SGB17523	5.247	8.65030674846626	1.25	0.683760683760684	0	6.8159688412853	0	22.5396825396825	1.43540669856459	0	0	0.683760683760684
s__Prevotella_bivia	0.545	0.245398773006135	1.11111111111111	0.683760683760684	0	0.194741966893866	0.40650406504065	0.317460317460317	0.239234449760766	6.77966101694915	1.54639175257732	0.683760683760684
s__Enterococcus_avium	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Abiotrophia_defectiva	36.797	56.0122699386503	22.6388888888889	0.683760683760684	3.7037037037037	59.0068159688413	47.1544715447154	60.3174603174603	28.7081339712919	18.6440677966102	12.8865979381443	0.683760683760684
s__Lachnospira_eligens	0.511	0.49079754601227	0.416666666666667	0.683760683760684	3.7037037037037	0.292112950340798	1.6260162601626	0	0.717703349282297	0	0	0.683760683760684
s__Prevotella_oralis	6.371	9.20245398773006	4.58333333333333	0.683760683760684	0	9.25024342745862	0.40650406504065	17.1428571428571	4.30622009569378	16.9491525423729	1.03092783505155	0.683760683760684
s__GGB1843_SGB2524	48.62	59.079754601227	63.8888888888889	0.683760683760684	0	58.6173320350536	50.4065040650407	75.2380952380952	96.4114832535885	1.69491525423729	14.4329896907216	0.683760683760684
s__Treponema_SGB3604	6.644	10.6134969325153	2.5	0.683760683760684	0	8.08179162609542	0.40650406504065	28.2539682539683	3.34928229665072	1.69491525423729	0	0.683760683760684
s__Treponema_SGB3603	9.029	12.8220858895706	7.22222222222222	0.683760683760684	0	10.5160662122687	3.2520325203252	29.5238095238095	10.0478468899522	1.69491525423729	0.515463917525773	0.683760683760684
s__Prevotella_maculosa	24.089	40.3680981595092	6.25	0.683760683760684	0	38.5589094449854	5.28455284552845	79.0476190476191	8.13397129186603	11.864406779661	1.03092783505155	0.683760683760684
s__Staphylococcus_hominis	10.017	17.1165644171779	1.52777777777778	0.683760683760684	7.40740740740741	21.713729308666	6.50406504065041	12.0634920634921	0	16.9491525423729	0.515463917525773	0.683760683760684
s__Staphylococcus_capitis	0.477	0.49079754601227	0.277777777777778	0.683760683760684	0	0.486854917234664	0.40650406504065	0.634920634920635	0.239234449760766	0	0.515463917525773	0.683760683760684
s__Abiotrophia_sp_HMSC24B09	32.266	51.3496932515337	14.7222222222222	0.683760683760684	0	46.9328140214216	54.4715447154472	70.1587301587302	20.0956937799043	8.47457627118644	7.21649484536082	0.683760683760684
s__Treponema_SGB69454	3.816	6.19631901840491	0.972222222222222	0.683760683760684	0	4.28432327166504	0	18.0952380952381	1.67464114832536	0	0	0.683760683760684
s__Oribacterium_SGB96486	13.731	10.7361963190184	31.1111111111111	0.683760683760684	0	5.25803310613437	15.4471544715447	26.3492063492063	51.1961722488038	0	2.06185567010309	0.683760683760684
s__Staphylococcus_simulans	0.273	0.0613496932515337	0.416666666666667	0.683760683760684	0	0	0	0.317460317460317	0	5.08474576271186	0	0.683760683760684
s__Prevotella_timonensis	0.579	0.184049079754601	1.38888888888889	0.683760683760684	0	0.0973709834469328	0	0.634920634920635	0.956937799043062	8.47457627118644	0.515463917525773	0.683760683760684
s__Prevotella_copri_clade_A	5.486	7.60736196319018	4.58333333333333	0.683760683760684	7.40740740740741	2.92112950340798	26.8292682926829	8.25396825396825	7.17703349282297	0	0.515463917525773	0.683760683760684
s__Selenomonas_flueggei	13.39	20.6748466257669	7.22222222222222	0.683760683760684	0	21.5189873417722	2.84552845528455	34.6031746031746	11.244019138756	1.69491525423729	0.515463917525773	0.683760683760684
s__Gemmiger_formicilis	0.613	0.429447852760736	0.972222222222222	0.683760683760684	3.7037037037037	0.292112950340798	1.21951219512195	0	0.956937799043062	0	0.515463917525773	0.683760683760684
s__Streptococcus_massiliensis	0.511	0.49079754601227	0.416666666666667	0.683760683760684	0	0.68159688412853	0	0.317460317460317	0	1.69491525423729	0.515463917525773	0.683760683760684
s__Actinomyces_naeslundii	35.775	55.521472392638	19.5833333333333	0.683760683760684	0	57.935735150925	25.609756097561	78.4126984126984	25.1196172248804	15.2542372881356	12.8865979381443	0.683760683760684
s__Parabacteroides_johnsonii	0.17	0.0613496932515337	0	0.683760683760684	0	0.0973709834469328	0	0	0	0	0	0.683760683760684
s__Acinetobacter_lwoffii	0.716	1.04294478527607	0	0.683760683760684	0	1.36319376825706	0	0.952380952380952	0	0	0	0.683760683760684
s__Turicibacter_sp_TS3	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Moraxella_nonliquefaciens	2.862	4.84662576687117	0.138888888888889	0.683760683760684	55.5555555555556	1.85004868549172	15.0406504065041	1.26984126984127	0.239234449760766	0	0	0.683760683760684
s__Holdemanella_porci	0.273	0.245398773006135	0	0.683760683760684	0	0	0	1.26984126984127	0	0	0	0.683760683760684
s__Adlercreutzia_mucosicola	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Klebsiella_oxytoca	0.17	0	0.138888888888889	0.683760683760684	0	0	0	0	0	1.69491525423729	0	0.683760683760684
s__Leptotrichia_sp_oral_taxon_218	15.605	21.1656441717791	15.1388888888889	0.683760683760684	0	12.7555988315482	43.9024390243902	33.6507936507937	23.2057416267943	0	2.57731958762887	0.683760683760684
s__Sphingobium_xenophagum	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Burkholderia_cenocepacia	0.375	0.306748466257669	0.277777777777778	0.683760683760684	0	0.486854917234664	0	0	0	1.69491525423729	0.515463917525773	0.683760683760684
s__Pseudomonas_kunmingensis	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Burkholderia_sp_4M9327F10	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Cutibacterium_granulosum	1.158	1.71779141104294	0.277777777777778	0.683760683760684	0	2.53164556962025	0	0.634920634920635	0.239234449760766	0	0.515463917525773	0.683760683760684
s__Bifidobacterium_ruminantium	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Holdemania_sp_1001095H_141210_F2	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Methylorubrum_extorquens	0.136	0	0	0.683760683760684	0	0	0	0	0	0	0	0.683760683760684
s__Candidatus_Nanoperiomorbus_periodonticus	15.026	23.3128834355828	7.91666666666667	0.683760683760684	0	18.889970788705	3.2520325203252	56.5079365079365	10.2870813397129	13.5593220338983	0.515463917525773	0.683760683760684
s__TM7_phylum_sp_oral_taxon_348	28.279	44.7239263803681	13.4722222222222	0.683760683760684	0	40.7010710808179	21.1382113821138	82.2222222222222	22.488038277512	0	0	0.683760683760684
s__Candidatus_Absconditabacteria_unclassified_SGB6895	2.828	2.57668711656442	5.13888888888889	0.683760683760684	0	2.43427458617332	0.813008130081301	4.76190476190476	7.89473684210526	0	0	0.683760683760684
s__GGB3008_SGB3999	7.257	8.09815950920245	10.8333333333333	0.512820512820513	0	2.23953261927945	10.1626016260163	26.6666666666667	18.1818181818182	0	0	0.512820512820513
s__GGB4733_SGB6556	4.77	5.33742331288344	6.94444444444444	0.512820512820513	0	1.94741966893866	6.09756097560976	16.5079365079365	11.7224880382775	0	0.515463917525773	0.512820512820513
s__GGB3256_SGB4303	0.443	0.613496932515337	0	0.512820512820513	0	0	4.0650406504065	0	0	0	0	0.512820512820513
s__GGB71456_SGB97845	2.589	3.19018404907975	2.91666666666667	0.512820512820513	0	3.11587147030185	0.813008130081301	5.71428571428571	3.82775119617225	0	0	0.512820512820513
s__Blautia_obeum	0.239	0.122699386503067	0.277777777777778	0.512820512820513	0	0.0973709834469328	0.40650406504065	0	0.239234449760766	0	0.515463917525773	0.512820512820513
s__Blautia_SGB4815	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__GGB9574_SGB14987	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__GGB3385_SGB4471	9.37	9.75460122699386	15.6944444444444	0.512820512820513	0	6.2317429406037	8.13008130081301	23.8095238095238	23.6842105263158	0	1.03092783505155	0.512820512820513
s__GGB9730_SGB15291	0.443	0.552147239263804	0.138888888888889	0.512820512820513	3.7037037037037	0	3.2520325203252	0	0	0	0.515463917525773	0.512820512820513
s__GGB28851_SGB41518	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__GGB28807_SGB41461	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__GGB1460_SGB2023	0.341	0.245398773006135	0.416666666666667	0.512820512820513	0	0.292112950340798	0	0.317460317460317	0	3.38983050847458	0.515463917525773	0.512820512820513
s__Cytobacillus_horneckiae	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Kocuria_palustris	3.816	6.62576687116564	0.138888888888889	0.512820512820513	3.7037037037037	7.69230769230769	0.813008130081301	8.25396825396825	0	0	0.515463917525773	0.512820512820513
s__Clostridium_sp_NSJ_42	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__GGB49528_SGB69474	2.181	3.19018404907975	1.25	0.512820512820513	0	3.50535540408958	0.40650406504065	4.76190476190476	1.19617224880383	0	2.06185567010309	0.512820512820513
s__GGB1833_SGB2477	20.681	31.2883435582822	13.0555555555556	0.512820512820513	0	29.9902629016553	6.50406504065041	59.0476190476191	20.8133971291866	0	1.54639175257732	0.512820512820513
s__Megamonas_funiformis	1.363	2.14723926380368	0.277777777777778	0.512820512820513	3.7037037037037	0.194741966893866	10.9756097560976	1.58730158730159	0.478468899521531	0	0	0.512820512820513
s__Staphylococcus_lugdunensis	0.273	0.122699386503067	0.416666666666667	0.512820512820513	0	0.0973709834469328	0.40650406504065	0	0	5.08474576271186	0	0.512820512820513
s__Selenomonas_SGB5896	9.983	16.441717791411	3.05555555555556	0.512820512820513	0	13.5345666991237	3.2520325203252	38.4126984126984	2.63157894736842	8.47457627118644	0	0.512820512820513
s__Centipeda_periodontii	13.049	22.2085889570552	2.5	0.512820512820513	0	21.1295034079844	0.813008130081301	45.3968253968254	2.63157894736842	1.69491525423729	1.03092783505155	0.512820512820513
s__Staphylococcus_schweitzeri	0.886	0.736196319018405	1.52777777777778	0.512820512820513	0	0	4.8780487804878	0	0	3.38983050847458	4.63917525773196	0.512820512820513
s__Peptoniphilus_harei	0.273	0.0613496932515337	0.555555555555556	0.512820512820513	0	0.0973709834469328	0	0	0	6.77966101694915	0	0.512820512820513
s__Bergeyella_cardium	8.552	15.1533742331288	0.138888888888889	0.512820512820513	0	12.2687439143135	2.4390243902439	36.5079365079365	0.239234449760766	0	0	0.512820512820513
s__Schaalia_turicensis	0.307	0	0.833333333333333	0.512820512820513	0	0	0	0	0	6.77966101694915	1.03092783505155	0.512820512820513
s__Anaerococcus_prevotii	0.341	0.245398773006135	0.416666666666667	0.512820512820513	0	0.389483933787731	0	0	0	5.08474576271186	0	0.512820512820513
s__Candida_tropicalis	0.784	0.98159509202454	0.555555555555556	0.512820512820513	0	1.55793573515093	0	0	0.478468899521531	3.38983050847458	0	0.512820512820513
s__Prevotella_saccharolytica	20.102	34.2944785276074	3.88888888888889	0.512820512820513	0	32.2297955209348	1.21951219512195	71.4285714285714	4.06698564593301	8.47457627118644	1.03092783505155	0.512820512820513
s__Candida_parapsilosis	0.92	0.858895705521472	1.38888888888889	0.512820512820513	0	0.194741966893866	4.8780487804878	0	0	5.08474576271186	3.60824742268041	0.512820512820513
s__Streptococcus_thermophilus	5.963	6.62576687116564	8.88888888888889	0.512820512820513	0	7.49756572541383	1.6260162601626	8.57142857142857	14.3540669856459	0	2.06185567010309	0.512820512820513
s__Proteus_mirabilis	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Mitsuokella_jalaludinii	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Treponema_lecithinolyticum	9.676	14.7239263803681	5.69444444444444	0.512820512820513	0	12.3661148977605	2.84552845528455	33.6507936507937	5.98086124401914	1.69491525423729	2.06185567010309	0.512820512820513
s__GGB3363_SGB4447	0.136	0.0613496932515337	0	0.512820512820513	3.7037037037037	0	0	0	0	0	0	0.512820512820513
s__Selenomonas_massiliensis	14.242	22.9447852760736	5.69444444444444	0.512820512820513	0	22.2979552093476	2.84552845528455	43.8095238095238	6.2200956937799	0	2.57731958762887	0.512820512820513
s__Porphyromonas_uenonis	0.409	0.0613496932515337	1.11111111111111	0.512820512820513	0	0.0973709834469328	0	0	0.717703349282297	6.77966101694915	0.515463917525773	0.512820512820513
s__Varibaculum_cambriense	0.341	0.0613496932515337	0.833333333333333	0.512820512820513	0	0.0973709834469328	0	0	0	10.1694915254237	0	0.512820512820513
s__GGB28397_SGB40978	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Atopobium_sp_oral_taxon_199	1.84	2.94478527607362	0.416666666666667	0.512820512820513	0	3.01850048685492	0	5.3968253968254	0	1.69491525423729	0.515463917525773	0.512820512820513
s__Asinibacterium_sp_OR53	0.136	0	0.138888888888889	0.512820512820513	0	0	0	0	0	0	0.515463917525773	0.512820512820513
s__Selenomonas_sp_oral_taxon_126	9.744	16.5644171779141	1.80555555555556	0.512820512820513	0	14.9951314508277	0.813008130081301	36.1904761904762	1.19617224880383	3.38983050847458	0	0.512820512820513
s__Acinetobacter_baumannii	3.339	5.82822085889571	0	0.512820512820513	3.7037037037037	5.84225900681597	9.75609756097561	3.17460317460317	0	0	0	0.512820512820513
s__Leptotrichia_hongkongensis	36.491	53.7423312883436	26.6666666666667	0.512820512820513	0	55.2093476144109	28.4552845528455	75.8730158730159	42.3444976076555	1.69491525423729	4.12371134020619	0.512820512820513
s__Acinetobacter_guillouiae	0.204	0.184049079754601	0	0.512820512820513	0	0.194741966893866	0	0.317460317460317	0	0	0	0.512820512820513
s__Capnocytophaga_bilenii	24.736	38.9570552147239	12.2222222222222	0.512820512820513	0	36.222005842259	15.0406504065041	71.7460317460317	20.3349282296651	0	0	0.512820512820513
s__Capnocytophaga_SGB2480	33.424	49.2638036809816	24.3055555555556	0.512820512820513	0	50.8276533592989	17.0731707317073	75.8730158730159	36.3636363636364	8.47457627118644	5.15463917525773	0.512820512820513
s__Capnocytophaga_SGB78737	11.516	13.9263803680982	15	0.512820512820513	0	6.62122687439143	19.1056910569106	35.5555555555556	21.7703349282297	0	2.57731958762887	0.512820512820513
s__Fusobacterium_gonidiaformans	0.204	0.0613496932515337	0.277777777777778	0.512820512820513	0	0	0	0.317460317460317	0	1.69491525423729	0	0.512820512820513
s__Solobacterium_SGB6834	18.33	18.2822085889571	32.9166666666667	0.512820512820513	0	11.7818889970789	21.5447154471545	39.3650793650794	50.9569377990431	1.69491525423729	6.70103092783505	0.512820512820513
s__Adlercreutzia_equolifaciens	0.136	0	0.138888888888889	0.512820512820513	0	0	0	0	0.239234449760766	0	0	0.512820512820513
s__Pneumocystis_jirovecii	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Desulfobulbus_oralis	2.351	4.04907975460123	0	0.512820512820513	0	3.40798442064265	0	9.84126984126984	0	0	0	0.512820512820513
s__Bifidobacterium_bifidum	0.341	0.368098159509202	0.138888888888889	0.512820512820513	3.7037037037037	0.389483933787731	0	0.317460317460317	0	0	0.515463917525773	0.512820512820513
s__Parasutterella_sp_NM82_D38	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Peptostreptococcus_anaerobius	0.273	0	0.694444444444444	0.512820512820513	0	0	0	0	0.478468899521531	5.08474576271186	0	0.512820512820513
s__Gordonibacter_sp_Marseille_P4307	0.204	0	0.416666666666667	0.512820512820513	0	0	0	0	0	5.08474576271186	0	0.512820512820513
s__Bifidobacterium_scardovii	0.17	0	0.277777777777778	0.512820512820513	0	0	0	0	0	3.38983050847458	0	0.512820512820513
s__Campylobacter_curvus	8.688	15.1533742331288	0.694444444444444	0.512820512820513	0	17.5267770204479	0	21.2698412698413	0.478468899521531	5.08474576271186	0	0.512820512820513
s__Campylobacter_SGB96438	15.503	21.2269938650307	14.7222222222222	0.512820512820513	0	21.3242453748783	3.2520325203252	37.7777777777778	22.7272727272727	0	0.515463917525773	0.512820512820513
s__Mycolicibacterium_brisbanense	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Mogibacterium_pumilum	2.93	2.57668711656442	5.69444444444444	0.512820512820513	0	0.584225900681597	2.4390243902439	9.52380952380952	9.56937799043062	0	0	0.512820512820513
s__Candidatus_Cibionibacter_quicibialis	1.261	1.53374233128834	1.25	0.512820512820513	0	0.486854917234664	8.13008130081301	0	1.67464114832536	0	0.515463917525773	0.512820512820513
s__Aquabacterium_parvum	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Methylobacterium_fujisawaense	0.17	0	0.277777777777778	0.512820512820513	0	0	0	0	0	0	1.03092783505155	0.512820512820513
s__Desulfovibrio_sp_OH1186_COT_070	1.022	1.53374233128834	0.277777777777778	0.512820512820513	0	0.876338851022395	0	5.07936507936508	0.239234449760766	1.69491525423729	0	0.512820512820513
s__Paratractidigestivibacter_faecalis	0.102	0	0	0.512820512820513	0	0	0	0	0	0	0	0.512820512820513
s__Candidatus_Catenibacterium_tridentinum	0.204	0.184049079754601	0	0.512820512820513	0	0.0973709834469328	0	0.634920634920635	0	0	0	0.512820512820513
s__Anaerolineaceae_bacterium_oral_taxon_439	1.431	2.26993865030675	0.277777777777778	0.512820512820513	0	1.46056475170399	0	6.98412698412698	0.239234449760766	1.69491525423729	0	0.512820512820513
s__Bacteroidetes_unclassified_SGB1343	19.387	31.7791411042945	6.66666666666667	0.512820512820513	0	26.3875365141188	8.94308943089431	71.4285714285714	6.9377990430622	10.1694915254237	3.09278350515464	0.512820512820513
s__GGB12788_SGB19838	17.002	28.2822085889571	4.86111111111111	0.512820512820513	0	29.9902629016553	8.94308943089431	41.5873015873016	6.2200956937799	3.38983050847458	2.57731958762887	0.512820512820513
s__GGB4733_SGB6555	9.302	10.9815950920245	12.7777777777778	0.341880341880342	0	4.08958130477118	20.7317073170732	27.3015873015873	20.5741626794258	0	1.54639175257732	0.341880341880342
s__GGB4533_SGB6245	12.47	15.1533742331288	16.25	0.341880341880342	0	9.15287244401168	14.2276422764228	37.4603174603175	25.5980861244019	0	1.54639175257732	0.341880341880342
s__GGB1022_SGB1315	14.276	21.1656441717791	10	0.341880341880342	0	19.4741966893866	4.47154471544715	42.5396825396825	13.3971291866029	3.38983050847458	3.60824742268041	0.341880341880342
s__GGB4300_SGB5873	9.574	16.8098159509202	0.694444444444444	0.341880341880342	0	14.1187925998053	0.40650406504065	40.6349206349206	0.956937799043062	0	0.515463917525773	0.341880341880342
s__GGB29002_SGB41718	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__GGB6646_SGB9384	2.692	4.7239263803681	0	0.341880341880342	0	6.71859785783836	0	2.53968253968254	0	0	0	0.341880341880342
s__GGB49499_SGB69440	4.906	7.66871165644172	2.36111111111111	0.341880341880342	0	6.8159688412853	1.21951219512195	16.5079365079365	3.34928229665072	0	0	0.341880341880342
s__GGB30414_SGB43453	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__GGB7107_SGB10420	9.097	15.3374233128834	2.08333333333333	0.341880341880342	0	14.0214216163583	7.31707317073171	27.9365079365079	3.11004784688995	0	0	0.341880341880342
s__GGB49229_SGB69060	4.668	7.54601226993865	1.66666666666667	0.341880341880342	0	5.25803310613437	0.813008130081301	21.2698412698413	1.91387559808612	5.08474576271186	0	0.341880341880342
s__GGB3862_SGB5239	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__GGB3345_SGB4425	0.136	0.0613496932515337	0.138888888888889	0.341880341880342	0	0	0.40650406504065	0	0	0	0.515463917525773	0.341880341880342
s__Blautia_producta	0.239	0.306748466257669	0	0.341880341880342	3.7037037037037	0	0	1.26984126984127	0	0	0	0.341880341880342
s__GGB28849_SGB41516	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__Gemella_bergeri	0.818	1.28834355828221	0.138888888888889	0.341880341880342	0	1.65530671859786	0	1.26984126984127	0.239234449760766	0	0	0.341880341880342
s__GGB9699_SGB15216	0.239	0.122699386503067	0.416666666666667	0.341880341880342	3.7037037037037	0	0.40650406504065	0	0.239234449760766	0	0	0.341880341880342
s__Catonella_morbi	13.56	22.2699386503067	4.58333333333333	0.341880341880342	0	18.1110029211295	0.40650406504065	55.8730158730159	5.74162679425837	5.08474576271186	0.515463917525773	0.341880341880342
s__Gemella_SGB7291	13.833	22.638036809816	4.86111111111111	0.341880341880342	0	28.7244401168452	6.50406504065041	18.4126984126984	7.6555023923445	0	0	0.341880341880342
s__Sarcina_ventriculi	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__GGB9713_SGB15249	0.239	0.184049079754601	0.277777777777778	0.341880341880342	0	0.292112950340798	0	0	0.239234449760766	0	0	0.341880341880342
s__GGB28782_SGB41435	0.068	0	0	0.341880341880342	0	0	0	0	0	0	0	0.341880341880342
s__Rothia_terrae	1.329	2.26993865030675	0	0.341880341880342	0	2.33690360272639	0.40650406504065	3.80952380952381	0	0	0	0.341880341880342
