Species	Global_Prevalence	SamplePresence_count	Abundance_Upper RT	Abundance_Intermediate RT	Abundance_Lower RT	Abundance_Nasal swab	Abundance_Buccal mucosa	Abundance_Oral swab	Abundance_Saliva	Abundance_Tongue dorsum	Abundance_Supraglottal	Abundance_Sputum	Abundance_BAL
s__Lachnospira_eligens	0.533	15	0.978450010373646	2.30340690280575	14.8482354839997	0.585198980544838	0.335608347656648	0.05764268217216	0	2.30340690280575	0	0	14.8482354839997
s__Gemella_morbillorum	47.013	1322	263.727701841243	44.2291623815981	14.793595002213	0	181.121544041928	35.4340503059757	47.1721074933394	21.1458327887537	3.26051955690282	13.1945776568776	14.793595002213
s__Gemella_SGB47116	58.286	1639	735.292027765885	51.5792528571234	14.4559033448247	0	568.835317167702	84.5170265878816	81.9396840103019	7.02792389423682	11.186236757296	28.1993092075214	14.4559033448247
s__Actinomyces_oris	61.095	1718	2570.80864279335	210.00680488359	14.0553123871642	0	2114.85907919529	139.135625650711	316.813937947346	37.0252479663847	18.8306315866081	150.213954108019	14.0553123871642
s__Eubacterium_sulci	40.292	1133	214.447062217766	244.290061768886	14.0006267671779	0	47.2980667248813	83.2797567211667	83.8692387717182	217.919911397027	1.5895305351297	15.5858544152944	14.0006267671779
s__Prevotellaceae_bacterium_Marseille_P2826	20.839	586	139.20711900886	91.5941492978994	13.9951256050485	0	41.0879797398563	23.1724581453733	74.9466811236302	84.6638005560044	0	1.91376255264591	13.9951256050485
s__Streptococcus_constellatus	15.256	429	27.3070176169653	10.1509552461625	13.6720370234715	0	18.947741755956	1.69741949889001	6.66185636211925	0.67675942362091	2.63865910154136	3.34702930744179	13.6720370234715
s__Alloprevotella_sp_Lung230	27.276	767	180.541618267566	25.0968621346765	13.2328578983604	0	109.363441117708	21.0255410451713	50.1526361046868	22.4286711172375	0.180785446257433	0.498933829589976	13.2328578983604
s__Actinomyces_sp_HMSC065F12	0.533	15	0.263403089076583	25.5765413556724	13.2127480707792	0	0.263403089076583	0	0	0.0614069476031024	25.5151344080693	0	13.2127480707792
s__Candidatus_Cibionibacter_quicibialis	1.316	37	1.54249919994494	0.577857988136756	13.0501667472499	0	0.652966675448509	0.889532524496429	0	0.525115276143575	0	0.0514464272740632	13.0501667472499
s__Bacteroides_uniformis	5.192	146	29.5877650756993	9.27184516945277	12.8194879227267	2.04888309636204	26.8930474001073	0.625972781038267	0.0198617981916904	7.1546354911536	0	0	12.8194879227267
s__GGB4936_SGB6889	23.649	665	262.274341702598	165.696714356207	12.0812686840442	0	65.1628095303725	38.1460462197797	158.965485952446	148.45848803703	0	1.86874390089258	12.0812686840442
s__Prevotella_koreensis	4.054	114	9.77888147772866	1.51575374328705	11.5253942937946	0	5.91120288504325	0	3.86767859268541	0.16643972456909	0.890157629370407	0	11.5253942937946
s__Actinomyces_sp_ICM47	49.787	1400	812.105093859475	1010.54747877784	11.5161871506577	0	284.779991635321	218.2921406905	309.032961533654	927.41798526683	0	53.6399458455811	11.5161871506577
s__Acinetobacter_lwoffii	0.747	21	2.4368352463917	0	11.4108523202377	0	2.42614816811807	0	0.0106870782736342	0	0	0	11.4108523202377
s__Acinetobacter_baumannii	3.485	98	174.293159337368	0	11.3124156538428	1.67972930373609	113.240308893564	59.0901650201149	0.282956119952484	0	0	0	11.3124156538428
s__Peptostreptococcus_stomatis	18.777	528	27.2154811220329	13.0201879239915	11.2104490910261	0	15.4943298981407	2.23974326545849	9.48140795843374	2.32199919505414	2.58576156657054	2.68872822498798	11.2104490910261
s__GGB1844_SGB2532	35.384	995	1439.29953605384	13.540496460447	11.0103927250375	2.50110731976031	938.709636914395	251.294094166989	246.794697652698	8.78790254976568	0	1.44290953114288	11.0103927250375
s__Clostridiaceae_bacterium	0.533	15	0.399484901475066	1.32254715851549	10.9331236927187	0.0644286310039882	0.335056270471078	0	0	1.32254715851549	0	0	10.9331236927187
s__GGB1188_SGB1538	4.196	118	43.7984115671844	2.32821944046727	10.5935129598453	0	8.44633427104253	0.610367604520327	34.7417096916216	2.05019292586649	0	0.278026514600785	10.5935129598453
s__Gemella_sanguinis	58.926	1657	324.209326316298	351.953724306972	10.5113329699271	0	149.519298249345	73.6267327347768	101.063295332177	281.017501948255	2.00360753045833	55.8451316713952	10.5113329699271
s__Alloprevotella_SGB77721	7.148	201	8.25170143002813	6.12717971188236	10.402450474258	0	2.84964304138819	3.91082434007583	1.49123404856411	3.07710153431915	0.316245172181878	1.74801301910715	10.402450474258
s__Prevotella_SGB98243	8.748	246	26.4229602850451	8.46551211411843	10.3090238735336	0	8.03789430595994	0.841277927389744	17.5437880516954	7.48656881472833	0.337508644703381	0.276925178652497	10.3090238735336
s__GGB4533_SGB97508	18.421	518	154.799555839389	54.9546089300531	10.1673670868525	0	88.7855715007541	17.1738014988295	48.8401828398054	41.1370949897141	0	0.84582224158888	10.1673670868525
s__Streptococcus_gordonii	50.569	1422	743.295966767709	44.8336766258334	9.9516391646161	0	584.42715230509	48.4174692613463	110.451345201273	9.65718163253718	4.05337636831366	30.5550570094697	9.9516391646161
s__Streptococcus_australis	47.333	1331	271.291616858452	88.0613891670278	9.82540719225299	0	199.700278217206	33.734648507402	37.8566901338434	63.0651829886813	1.19156403870901	20.8367795472738	9.82540719225299
s__Colibacter_massiliensis	0.533	15	0.345450421726658	12.0967541178733	9.78391663219166	0	0.243467868969258	0	0.1019825527574	0.00895585274825747	11.8668650663817	0.220933198743273	9.78391663219166
s__Solobacterium_SGB6829	43.314	1218	99.0716899102183	112.282521323539	9.63802229663186	0.0401820412249318	28.0519113725377	43.1144727847058	27.8651237117498	84.0002310364925	7.00381592857031	14.8548031904614	9.63802229663186
s__Prevotella_shahii	27.098	762	137.129057922553	110.689850022005	9.4979190315274	0	35.6295068133627	37.4076489060182	64.0919022031726	95.4167350012058	0.434977693369125	6.54777645721123	9.4979190315274
s__Haemophilus_parahaemolyticus	32.041	901	667.596045774485	57.7831064279167	9.37371181099826	0	513.292793177059	65.0992998342458	89.2039527631805	5.15754094116036	0	39.5002099146714	9.37371181099826
s__Actinomyces_sp_ICM58	27.489	773	344.400565553121	360.823664541991	9.18645990958954	1.03223098698732	56.6507825967209	179.331063419653	107.38648854976	336.848085127461	8.63459138066445	4.5962434280204	9.18645990958954
s__Olsenella_uli	5.121	144	4.91374356650368	2.03962886521631	8.56545567259045	0	3.33597269107298	0.12754491043996	1.45022596499075	0.0592091888495369	1.90386034522623	0	8.56545567259045
s__Staphylococcus_capitis	0.498	14	0.0966767732190394	0.0415235541721137	8.35473330740356	0	0.0793155269146843	0.00545831994219581	0.0119029263621593	0.0182956465579447	0	0.023227907614169	8.35473330740356
s__Acinetobacter_johnsonii	1.671	47	11.7612588745193	0.029018534426965	8.10980515726166	0	11.5121139280186	0.0166340431111963	0.232510903389424	0	0	0.029018534426965	8.10980515726166
s__Streptococcus_sanguinis	64.26	1807	1489.8093461864	132.601266382559	7.91443904255076	0	1139.73479501011	190.351601653273	159.722949523015	36.3465771620884	4.84624320965002	83.5270020458917	7.91443904255076
s__Porphyromonas_SGB2015	5.939	167	85.4243561916378	20.0058771570511	7.41074747191528	0	4.7623409308068	7.78287401742146	72.8791412434096	17.7534081007708	0.120170412740791	1.23134799113327	7.41074747191528
s__Prevotella_aurantiaca	9.495	267	109.559597902748	60.0385686258201	7.406267843841	0	12.1089525651574	18.457428682661	78.9932166549297	57.029136630818	0	1.45833700162812	7.406267843841
s__GGB4333_SGB5935	9.886	278	48.0600628200706	21.4082563636848	7.23404136472608	0	19.8064042751871	0.686155289601279	27.5675032552823	2.99494548360052	12.2735732770751	0.543523234045616	7.23404136472608
s__Prevotella_sp_oral_taxon_475	19.203	540	66.278130075457	4.51942494961396	6.78212352871484	0	41.7431524386054	2.32762344232058	22.207354194531	0.639816319734785	2.38499045113307	0.764461552305594	6.78212352871484
s__Porphyromonas_sp_oral_taxon_278	28.129	791	241.507115920778	22.4131210591045	6.62290936983632	0	157.431912848112	6.26238580347654	77.8128172691893	6.03940677102803	0	5.76817909466586	6.62290936983632
s__Leptotrichia_wadei	48.257	1357	469.427685523484	428.363604327054	6.59469197146731	0	223.688759144753	103.712858687078	142.026067691653	372.469416169562	0.176773442181383	13.6997421053285	6.59469197146731
s__Gemmiger_formicilis	0.64	18	0.725900015555197	4.20224685552478	6.29545795684822	0.259915672036384	0.42826122745064	0.0377231160681725	0	0.252007230275153	0	0.0661506942466376	6.29545795684822
s__Lachnospiraceae_bacterium	0.391	11	0	0.0519920818905215	6.00727246557777	0	0	0	0	0.0519920818905215	0	0	6.00727246557777
s__Mogibacterium_timidum	9.175	258	6.88848623248841	4.39265083428495	5.93272311253601	0	3.35218771174686	0.0374077433950102	3.49889077734654	0.53017532386912	1.85689228950649	0.61357433794286	5.93272311253601
s__Parabacteroides_distasonis	1.351	38	5.30478099512764	9.76555162437189	5.92065339536962	2.15355884360874	3.12765912483046	0.0235630266884397	0	3.8923936664185	0	0.075581772453199	5.92065339536962
s__Actinomyces_SGB17157	30.832	867	146.619789910538	148.289445505774	5.906222113791	0	72.4504548887441	41.2040027789231	32.9653322428713	131.938460412174	4.44526520323306	10.6515382729277	5.906222113791
s__Parvimonas_SGB6649	19.026	535	55.5459812437179	113.107587887545	5.72761667426617	0	15.771455967189	9.18652215103588	30.588003125493	106.287808439103	0	2.24294741678441	5.72761667426617
s__Bifidobacterium_catenulatum	0.711	20	2.56206807399543	0	5.70322931855938	0	2.47298673086222	0	0.0890813431332104	0	0	0	5.70322931855938
s__GGB12785_SGB19823	29.516	830	136.781661011274	124.61222813851	5.65079208534531	0	45.3256844802323	53.8863976315798	37.5695788994618	116.105412554299	0	2.52574803859413	5.65079208534531
s__GGB49400_SGB69312	7.183	202	30.506427321119	2.22268663659086	5.558923677527	0	12.407399595498	0.5108893122708	17.5881384133501	0.289948027727693	0.736059094711922	0.0798356706433121	5.558923677527
s__Dialister_pneumosintes	14.509	408	18.579842475506	6.19112424424884	5.50023969024763	0	9.9997014975278	0.191320207683519	8.38882077029465	1.15130965708344	1.45155648004233	0.440751865979567	5.50023969024763
s__Eubacterium_brachy	23.578	663	41.2561340147582	17.5748628564125	5.48865561981949	0	23.7405237704977	2.18692421381009	15.3286860304505	2.73089507508388	1.92437894817808	3.8817989541954	5.48865561981949
s__Parasutterella_excrementihominis	0.391	11	0.942181065279831	0	5.33942417216699	0.684720954539102	0.242169650067569	0.0152904606731599	0	0	0	0	5.33942417216699
s__Capnocytophaga_sputigena	48.826	1373	390.878415228329	44.1519509770551	5.21181096229762	0	289.278894441311	35.5908268640675	66.0086939229499	34.1859491258602	0.53926674599177	8.38001919575964	5.21181096229762
s__Olsenella_phocaeensis	1.067	30	1.47457005219642	1.03230535487181	5.18468416850902	0	1.32824384650102	0	0.146326205695402	0	1.03230535487181	0	5.18468416850902
s__Candida_tropicalis	0.818	23	1.40140738806962	0.223788587400079	5.1302524951315	0	1.40140738806962	0	0	0.018718889815744	0.205069697584335	0	5.1302524951315
s__Prevotella_buccae	8.926	251	6.23202895608738	2.79483272765145	5.06749211743996	0.10072053038142	4.35679684225553	0.0060727130869456	1.76843887036348	0.0712740219864876	1.97900607723226	0	5.06749211743996
s__Streptococcus_intermedius	30.974	871	79.5270026561615	15.6988594775448	4.9612566347655	0	55.8229067653814	5.41844889484838	18.2856469959317	2.43896616430795	0.587033505738099	6.82813073941313	4.9612566347655
s__Anaerobutyricum_hallii	0.391	11	0.141849360165787	0.113322757209329	4.86352965459136	0.0628397877253942	0	0.0790095724403927	0	0	0	0.113322757209329	4.86352965459136
s__Paracoccus_yeei	0.782	22	1.54323196871867	0	4.57039310083738	0	1.52568399885219	0.0153222904964495	0.00222567937003118	0	0	0	4.57039310083738
s__Slackia_exigua	10.989	309	3.81983164889198	2.84255354421915	4.44502757797365	0	2.50002803332432	0.155773118796186	1.16403049677147	1.06824306673687	1.42314895567421	0.148871955467699	4.44502757797365
s__Eubacterium_nodatum	6.97	196	10.0614831311266	2.49386219600285	4.44093048900638	0	4.49557934797868	0.224067559345164	5.34183622380278	0.49403773062016	0.185789127080599	1.32701223976243	4.44093048900638
s__GGB7107_SGB10420	9.459	266	257.384464047159	27.9488891220689	4.44037158927852	0	132.831576142226	16.5470455032911	108.005842401642	27.5105322424929	0	0	4.44037158927852
s__Blautia_wexlerae	1.067	30	4.01542161545553	0.533775826554562	4.33240107135339	2.85012596278233	0	0.371676967801388	0.793618684871812	0.438938752648961	0	0.0932978512202377	4.33240107135339
s__Actinomyces_bouchesdurhonensis	13.158	370	38.3678236807979	190.137462575857	4.27254021277196	0	14.4364333244088	13.3516989565555	10.5796913998337	161.972487029124	0	7.06537303927767	4.27254021277196
s__Prevotella_marshii	13.514	380	26.7433918793379	2.48246305494003	4.24931080987981	0	17.8264035196727	0.0246573053157484	8.89233105434937	0.0742369103741697	2.07720329278249	0.0123628974495069	4.24931080987981
s__Dialister_invisus	29.09	818	54.5288381960314	19.2153565178258	4.18005275971252	0.133809980844326	32.3717907176395	0.991118647539056	21.0321188500085	7.16254721163511	5.52112673596503	2.58820648457422	4.18005275971252
s__Barnesiella_intestinihominis	0.782	22	4.23600148046012	0.740989602944486	3.98466787801898	0	4.23600148046012	0	0	0.524229204967246	0	0.0958065377280763	3.98466787801898
s__Neisseria_bacilliformis	11.558	325	134.962533610024	0.912928565981174	3.94874785649163	0	119.536264774309	0.0604220226916349	15.3658468130235	0.463745862661961	0.0944968649990843	0.354685838320129	3.94874785649163
s__Alistipes_putredinis	2.489	70	7.89005825362291	8.39254019199075	3.92348348600733	1.68305267287258	5.93359031926127	0.273415261489057	0	1.13512126213288	0	0.0526623310906358	3.92348348600733
s__Treponema_SGB69454	3.983	112	20.6637321404583	0.546212928307519	3.86979245730623	0	5.19408355818843	0	15.4696485822699	0.546212928307519	0	0	3.86979245730623
s__Lachnoanaerobaculum_sp_ICM7	45.626	1283	105.110576734901	89.1893691667526	3.78029999628311	0	47.7034319788774	29.6722029154997	27.7349418405244	76.8982856799415	0.352258312740339	6.34179635471258	3.78029999628311
s__Schaalia_odontolytica	18.492	520	48.8935663838601	56.5047226874756	3.73404541804797	0	34.1468281721413	1.6407826484062	13.1059555633126	54.4017333835492	0.78203061158166	0.61726596261544	3.73404541804797
s__Prevotella_fusca	3.912	110	5.09751306885805	1.73871970113561	3.71915449869159	0	4.27975160660839	0.00822500261512625	0.809536459634535	0.747240409697352	0.635867134815873	0	3.71915449869159
s__Rothia_aeria	49.147	1382	768.759053148409	92.9887759627389	3.53910369212781	0	552.920590543751	78.381798968922	137.456663635736	17.0075288493855	1.37261949722485	43.5018177685297	3.53910369212781
s__Bacteroides_thetaiotaomicron	1.458	41	8.02931321515476	1.91298751310853	3.5313606542638	3.17146198257828	4.75604591427564	0.101805318300836	0	1.89236463378812	0	0	3.5313606542638
s__Eubacterium_infirmum	12.589	354	9.71687446618255	2.64396280086173	3.41270170329168	0	6.01556312963431	0.233044273016712	3.46826706353152	1.00424222889856	0.977514684006658	0.1042882531253	3.41270170329168
s__Streptococcus_cristatus	44.772	1259	309.565109735241	22.9774442510845	3.38566749058729	0	222.431377085798	31.5528912410468	55.5808414083954	6.90700236648805	3.19719440934344	8.50882731370504	3.38566749058729
s__Capnocytophaga_granulosa	39.651	1115	458.877674159022	122.045638032469	3.32488117059423	0	296.975341616272	67.6223861703191	94.2799463724311	81.5918790158742	6.83683075596658	7.4847127394582	3.32488117059423
s__Campylobacter_rectus	16.856	474	48.4315596559787	4.93049908398922	3.28796020838578	0	17.9595712529276	1.72080625583951	28.7511821472115	1.81097875713626	0.115573760787267	0.0377035579512448	3.28796020838578
s__GGB4937_SGB6891	34.282	964	305.370232287173	74.5987300630707	3.25262132986098	0	174.034939082191	18.244927910205	113.090365294777	51.9343736269277	0	1.87824742335995	3.25262132986098
s__TM7_phylum_sp_oral_taxon_349	7.112	200	51.3790163060658	1.03788845020356	3.19613519829626	0	32.2779116725859	0.166294266810682	18.9348103666692	0.510900849399745	0.0459054466590382	0.132752857987264	3.19613519829626
s__Ruminococcus_torques	0.711	20	1.9484622474424	4.13860236814935	3.1561173864655	0.472541589320095	1.4231260067256	0.0354300417059355	0.0173646096907636	4.12593005703714	0	0	3.1561173864655
s__Collinsella_aerofaciens	0.747	21	0.229626099368959	0.0537206066809189	2.82005379718985	0.0102334135942628	0.193494215022113	0.00152532616397981	0.0243731445886025	0.00387758409288537	0	0.0389443677141709	2.82005379718985
s__Treponema_SGB3604	6.935	195	23.4206209067618	1.35633308760385	2.73525932955133	0	10.296485482738	0.0251826445140742	13.0989527795098	0.944786877540433	0.141357721958926	0	2.73525932955133
s__Bulleidia_extructa	5.761	162	3.17967991095498	4.12466262146472	2.6731646554633	0	1.70760468487574	0.0887151726083161	1.38336005347093	0.083669030146306	1.12532407178779	1.22555021016274	2.6731646554633
s__Solobacterium_moorei	19.63	552	18.6362559985168	6.92943318830231	2.56778587810756	0	11.0123785879406	0.55837540558868	7.06550200498755	1.92211201172654	0.225843866924994	2.02882291726418	2.56778587810756
s__Lactobacillus_crispatus	2.24	63	15.655938025739	4.91653470990837	2.51085357504793	0	14.9607365894972	0	0.69520143624171	1.23728370606684	3.65055517298336	0	2.51085357504793
s__Moraxella_osloensis	3.521	99	7.1453879831399	0.0427434619302864	2.44832472078009	0	6.00079134675309	0.947291440841477	0.197305195545333	0	0	0.0427434619302864	2.44832472078009
s__GGB74353_SGB98242	15.398	433	12.2359736446807	3.73082711709875	2.44650855504888	0	4.81212906030608	1.38469612221259	6.039148462162	2.64669345187763	0.398633736857402	0.0176414900718638	2.44650855504888
s__Megamonas_funiformis	1.422	40	1.9163353913516	0.0219438238092269	2.3166480042368	1.05636824601124	0.0456443699012396	0.665075787501827	0.149246987937291	0.0219438238092269	0	0	2.3166480042368
s__Cellulomonas_flavigena	25.356	713	232.558159376344	11.1915844495717	2.31325890705317	0	166.410994420062	11.6369237363398	54.5102412199426	1.75197048462597	2.09140867485003	7.32788762510991	2.31325890705317
s__GGB1611_SGB2208	8.25	232	8.63071184583052	4.15023234714476	2.2907472934612	0	4.4397846100252	0.092219256369196	4.09870797943613	0.977504035531184	0.155097404046371	0.0412184433182708	2.2907472934612
s__Janibacter_indicus	0.462	13	0.261518082649234	0	2.27288023948062	0	0.261518082649234	0	0	0	0	0	2.27288023948062
s__Oribacterium_sinus	50.213	1412	218.408552357724	166.207266127302	2.12367578063033	0	80.3480497399779	67.4174087826405	70.6430938351058	136.171560430589	5.47213993433588	15.696164062032	2.12367578063033
s__GGB4721_SGB6537	11.629	327	43.5962072543724	44.1880054786578	2.0887701487323	0	6.56423771515857	4.40938781798577	32.6225817212281	39.0968780223951	0	0.189277386544323	2.0887701487323
s__Catonella_SGB69305	8.499	239	10.3697192889801	2.37815022643892	2.08015711554401	0	7.50773478796448	0.0796285674860416	2.78235593352958	0.209775758007716	1.6261768488875	0.0871117445769089	2.08015711554401
s__Actinomyces_SGB17163	50.605	1423	256.495204053121	183.98799638798	2.07326655432494	0.107494912603687	129.762325055151	56.0000056814274	70.6253784039387	172.255699989906	1.82340864583086	9.13473627229132	2.07326655432494
s__SR1_bacterium_human_oral_taxon_HOT_345	18.065	508	57.5935377088915	15.2512588656225	2.04043823807588	0	29.8528265084028	2.51002194521472	25.230689255274	11.0075165122294	0	0.747242696811813	2.04043823807588
s__Pseudomonas_fluorescens	0.391	11	0.916554851424828	13.9132967138711	2.01010736136829	0	0	0	0.916554851424828	0	0	13.9132967138711	2.01010736136829
s__GGB1203_SGB1568	32.432	912	61.2780067006341	62.2170740612344	2.00590066418282	0	14.3660461722821	22.4575744012346	24.4543861271174	52.2788783745463	2.33515253742781	3.3647913619199	2.00590066418282
s__Prevotella_sp_HJM029	24.893	700	92.2879457820089	76.7026105005694	1.96556231483417	0	19.8502101126528	45.4449579427074	26.9927777266486	63.6337805942815	0.0693193712704765	1.98354680379665	1.96556231483417
s__Prevotella_maculosa	25.071	705	78.8574724366545	5.2672798578899	1.94205948829888	0	50.7503981023043	0.942750155879612	27.1643241784706	1.23570075690848	3.60303500145886	0.142206040993079	1.94205948829888
s__Pseudoramibacter_alactolyticus	2.134	60	1.45089774717195	0.411649853669414	1.93090477526225	0	0.878308178629279	0	0.572589568542667	0	0.392204422224712	0.0194454314447019	1.93090477526225
s__Scardovia_wiggsiae	15.718	442	65.5295112741641	19.4244787202619	1.92154463001807	0	49.5232341192751	1.57812043593814	14.4281567189508	0.451992588522264	10.2829922824527	8.6894938492869	1.92154463001807
s__Eubacterium_saphenum	6.792	191	16.3784609532873	1.4937103295623	1.90965946010781	0	5.50326914903157	0.0437836839254274	10.8314081203303	0.720998889273189	0.196098180488863	0.53512396274911	1.90965946010781
s__Capnocytophaga_SGB2499	21.017	591	98.3352845540356	74.3049481723621	1.87124959913824	0	29.40009929162	16.0550642832209	52.8801209791948	61.3130298018878	0	1.48928375880167	1.87124959913824
s__Treponema_denticola	12.055	339	19.2581715906429	4.55995250707642	1.8516903428419	0	7.41078387444777	0.354663608871869	11.4927241073233	1.54044827278425	1.12545475929	0.232352073001296	1.8516903428419
s__GGB49528_SGB69474	2.24	63	10.3897988118435	2.54484456497407	1.82467621180494	0	4.72831738008122	0.0505029318893751	5.61097849987291	1.35282619244963	0	1.19201837252443	1.82467621180494
s__GGB2666_SGB3592	10.526	296	31.3886412116197	5.06540360333205	1.82284236429453	0	16.8913288382105	0.165234306921403	14.3320780664878	1.226797121954	0	0.164456289159741	1.82284236429453
s__Phocaeicola_dorei	2.063	58	14.8278679864149	8.32281069099428	1.75822899714508	5.02938384172279	9.66250974509612	0.12247941522889	0.0134949843670797	7.5883556786479	0	0	1.75822899714508
s__Prevotella_saccharolytica	20.982	590	67.7470440592619	1.92092493268284	1.75131577956292	0	42.162884875674	0.244484981206435	25.3396742023815	0.692266365617235	0.95031183567623	0.174863458770996	1.75131577956292
s__Granulicatella_SGB8245	22.937	645	342.09677598277	4.60849259682418	1.71856592131129	0	262.436330536908	25.5330566540967	54.1273887917656	2.55958253386515	0.135559126647546	1.83154652635023	1.71856592131129
s__Solobacterium_SGB6834	19.132	538	34.1237217383856	44.8691678282211	1.70606336657349	0	7.43180288803415	8.46488450671679	18.2270343436347	41.0426600431856	0.0593672864650832	2.625151492691	1.70606336657349
s__Peptoniphilus_lacrimalis	0.605	17	0.167667313249147	3.03897291194285	1.70151433603491	0	0.021820864192156	0	0.145846449056991	0.0471513528074775	0.877350373649004	1.94709298060598	1.70151433603491
s__Fretibacterium_fastidiosum	7.646	215	9.73085098840966	0.632811320816418	1.68925537881526	0	5.18043626516462	0.00863665187700529	4.54177807136804	0.561309158026764	0	0.0138200387284772	1.68925537881526
s__Haemophilus_paraphrohaemolyticus	20.59	579	404.194842118411	4.93561317878205	1.6840109606965	0	314.492443492317	35.8682588175869	53.8341398085067	4.06633300763083	0	0	1.6840109606965
s__Neisseria_sp_oral_taxon_014	30.512	858	537.830683181754	12.9644184090364	1.66841461292189	0	345.045087547603	18.5117434295663	174.273852204585	10.6957750527746	0	1.70255529765204	1.66841461292189
s__Oribacterium_sp_oral_taxon_078	18.812	529	22.2818905255747	3.95950768154301	1.66159902851665	0	15.2503288292186	0.11967319970918	6.91188849664695	0.221032438837978	2.04659179573942	0.603077536787968	1.66159902851665
s__GGB9730_SGB15291	0.462	13	0.376089211715076	0.0177708705836968	1.65115968201784	0.343879219479381	0	0.0322099922356948	0	0	0	0.0177708705836968	1.65115968201784
s__Bacteroides_heparinolyticus	1.351	38	12.383441523313	0.356309864688785	1.62610784217754	0	0.48825162473268	0.0702921376528208	11.8248977609275	0	0.356309864688785	0	1.62610784217754
s__GGB71456_SGB97845	2.703	76	4.52807231549483	1.11697981039158	1.6096319254764	0	2.22457121559805	0.0379882416234702	2.26551285827331	0.580651817980431	0	0	1.6096319254764
s__Lachnospira_pectinoschiza	0.605	17	0.289624359260731	0.0223650813426552	1.60805819322392	0	0.13831247923385	0.151311880026881	0	0.0223650813426552	0	0	1.60805819322392
s__GGB4733_SGB6558	5.192	146	12.5241431511651	0.260704641949542	1.59888321246283	0	9.72966713670749	0.0572081676484081	2.73726784680925	0.0141700978836363	0	0.138693833457631	1.59888321246283
s__Moraxella_nonliquefaciens	2.952	83	996.00465731004	0.0718736809737543	1.53292847811363	825.205020613632	10.584062453159	29.6679064536623	0.949575058588151	0.0718736809737543	0	0	1.53292847811363
s__Granulicatella_SGB8239	40.789	1147	576.68532966681	7.71728646343433	1.52826452397636	0	421.861717396999	52.0559005748256	102.767711694986	1.82912040754171	0.240790754232795	4.5067378927261	1.52826452397636
s__Leptotrichia_sp_oral_taxon_215	48.862	1374	205.118415201609	207.85134736459	1.52165002904223	0	85.8160570817087	50.2894767835051	69.0128813363951	173.272959442874	1.40724293120016	10.633354908854	1.52165002904223
s__Peptoanaerobacter_stomatis	8.535	240	4.76993974150619	0.430765265143542	1.49935685669909	0	2.95485217506473	0.0503480897789621	1.7647394766625	0.182248196472424	0.0225821537252395	0.0324561513756157	1.49935685669909
s__Candidatus_Saccharibacteria_unclassified_SGB19858	3.094	87	16.6255679880122	45.4521692261802	1.46137563708273	0	9.47316513927642	0.120491141002244	7.03191170773357	33.9871505781344	0	11.4650186480458	1.46137563708273
s__Tannerella_forsythia	16.394	461	39.4447313823585	19.0727490803111	1.43599113332146	0	17.3031557146044	2.20121795280442	19.9403577149497	3.85365332290418	6.72357762165399	2.23186174986251	1.43599113332146
s__Stomatobaculum_SGB5266	32.752	921	96.5852378569409	179.132148728048	1.43384016130641	0	33.5728690015771	25.7082457284158	37.304123126948	149.301718140553	9.58836653810694	9.13426132702918	1.43384016130641
s__Solobacterium_SGB6828	17.674	497	74.0590975588412	49.6402556672925	1.39419991355592	0	22.7304743358961	38.809287247302	12.5193359756431	36.4412814769783	0.460992518367138	9.04779663018645	1.39419991355592
s__Abiotrophia_sp_HMSC24B09	33.677	947	298.009735509636	18.3085811822748	1.38674531142143	0	179.803136095526	76.5170367344436	41.6895626796664	3.6853215609991	9.26097903590138	4.67749503885545	1.38674531142143
s__Prevotella_multiformis	5.69	160	20.8066086140355	1.11819004160839	1.34958563986874	0	6.62736424318574	0.543614286890908	13.6356300839589	0.257885698189159	0.561639037413024	0.298665306006205	1.34958563986874
s__Candidatus_Gracilibacteria_bacterium_GN02_873	15.932	448	97.2981287970825	2.50238852866529	1.34610590369582	0	48.3803824944145	4.45798727210607	44.4597590305619	2.2428607207598	0	0	1.34610590369582
s__Gardnerella_vaginalis	1.991	56	0.571948652757967	0.293604306964556	1.30447332514098	0	0.556521798670088	0.00570953950182244	0.00971731458605627	0.124531510258417	0.1514374237767	0.0176353729294394	1.30447332514098
s__Abiotrophia_defectiva	38.407	1080	344.423371160134	17.9675556723693	1.29954344999314	0.334657371029694	242.005376335807	60.3093981584795	41.7739392948176	2.81946609927889	5.39622576284746	9.60434566079008	1.29954344999314
s__Dorea_longicatena	0.391	11	0.110551066715693	0.206642937953211	1.2479578951538	0.0158514367069137	0.0876264458830089	0.00707318412577065	0	0.0874150367803933	0	0.119227901172818	1.2479578951538
s__Bacteroides_xylanisolvens	0.925	26	3.45699202164061	1.29045776968803	1.21396459972821	0.222283710183768	3.15668498729245	0.078023324164395	0	0.962425141469656	0	0	1.21396459972821
s__Porphyromonas_uenonis	0.427	12	0.0555709150456349	3.04268581464025	1.21215370948874	0	0.0555709150456349	0	0	0.145076388941717	2.68404797452413	0.213561451174399	1.21215370948874
s__GGB12441_SGB19290	16.394	461	19.6366380554189	34.6291972291759	1.19037415381924	0	7.08129445994512	1.22516953312562	11.3301740623482	31.9767772667674	0	0.717984434336659	1.19037415381924
